id,title,vote_average,vote_count,status,release_date,revenue,runtime,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
319091,The Hunting Ground,7.369,126,Released,2015-02-27,411115,104,/5ZrNlupfDMalMqm0QL1m7gk5jce.jpg,0,,tt4185572,en,The Hunting Ground,"A startling expose of rape crimes on US campuses, their institutional cover-ups, and the devastating toll they take on students and their families. The film follows the lives of several undergraduate assault survivors as they attempt to pursue—despite incredible push back, harassment and traumatic aftermath—both their education and justice.",5.587,https://image.tmdb.org/t/p/w500/h1BsAt0pbBKhZvcs0Gjh2ZHy1V.jpg,"For 1 in 5 women, their dream school will become a nightmare.",Documentary,"Chain Camera Pictures, Artemis Rising, Impact Partners, CNN Films, Canal+, Cuomo Cole Productions, Minerva Productions",United States of America,English,"rape, feminism, college, victim, rape victim, university, oppression, sexual assault, rape culture"
406107,Dead Awake,5.1,126,Released,2016-09-28,0,99,/rKmt9wwtRZ971JgqI6M4mfFLiWF.jpg,0,http://areyoudeadawake.com,tt3778010,en,Dead Awake,"Kate Bowman (Jocelin Donahue) is an average social worker who, after the sudden death of her twin sister, is investigating the mysterious deaths of other people who died in their sleep. Shortly before their deaths, the victims all reported a supernatural force that appeared to them while they were suffering from sleep paralysis. When Kate investigates further into the case, she opens herself up to the creature's wrath and soon finds herself and her family suffering from an ancient evil.",6.309,https://image.tmdb.org/t/p/w500/apBhaUivEub9Ghx7sj7UqQCFYH4.jpg,An ancient evil. Trapped in a world of darkness. Waiting for someone to believe.,"Horror, Thriller","Incendiary Features, Gama Entertainment Partners, Aristar Entertainment",United States of America,English,"nightmare, social worker, sleep, supernatural, creature, mysterious death, ancient evil, wraith, sleep paralysis, sudden death, death while asleep, old hag syndrome"
132064,Vile,4.877,126,Released,2011-08-25,0,88,/mlCEa13EogQ7rYt96OglyjNzQam.jpg,0,,tt1711018,en,Vile,"A group of people awaken to find themselves prisoners in a mysterious house with no means of escape. They are each outfitted with electronic devices attached to the base of their skulls. The chemicals that the brain produces when in pain are collected by the devices, and when it collects a predetermined amount, the doors will be opened. In order to escape, they must hurt themselves and each other.",7.844,https://image.tmdb.org/t/p/w500/wHxVSKv4plCpllQpBt4tOftKJ12.jpg,Give Till It Hurts.,"Horror, Thriller",Tony-Seven Films,United States of America,English,"drug dealer, pain, sadism, pregnancy, camping, morphine, torture, brutality, trapped, trapped in a house"
767825,Moonshot,6.829,126,Released,2022-05-05,0,104,/rk860hTM0kpu8oNhQkpnDv320rH.jpg,0,https://www.hbomax.com/moonshot,tt12585076,en,Moonshot,"In a future where Mars is terraformed and colonized by the best humanity has to offer, two very different college students wind up joining forces and sneak onboard a space shuttle to the red planet in order to be united with their significant others.",18.005,https://image.tmdb.org/t/p/w500/thqgzBPEDYQX0taszVus5nYMtTZ.jpg,Find the space to connect.,"Comedy, Romance, Science Fiction","Entertainment 360, Berlanti Productions, New Line Cinema",United States of America,English,"future, planet mars, stowaway"
25944,Blood for Dracula,5.599,126,Released,1974-08-13,0,103,/1zguy7AbooWaAWLD44ap7tCpK9K.jpg,0,,tt0071233,en,Blood for Dracula,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.",10.921,https://image.tmdb.org/t/p/w500/cLyCHzPT5kLBEPn4DMcqgNbjwke.jpg,He couldn't live without a virgin's blood..... ...So a virgin had to die!,Horror,"Compagnia Cinematografica Champion, Andy Warhol Productions","Italy, France",English,"virgin, rape, communist, vampire, italy, coffin, parody, incest, campy"
565383,The Death of Dick Long,6.1,126,Released,2019-09-27,36586,100,/gTNCO9iTeOq9m4pyUZwNoMCvdGf.jpg,0,https://a24films.com/films/the-death-of-dick-long,tt9356952,en,The Death of Dick Long,"Dick died last night, and Zeke and Earl don’t want anybody finding out how. That’s too bad though, cause news travels fast in small-town Alabama.",10.366,https://image.tmdb.org/t/p/w500/vURitOcmtcH8Dr1bWryTvfkeyJX.jpg,,"Comedy, Crime, Drama",A24,United States of America,English,"horse, sexual violence, rape of a male, zoophilia, bestiality, cover-up attempt"
6733,Where Is Fred?,6.3,126,Released,2006-11-15,0,107,/bu3haiMt2ML5NmO8WOhGbw0j08X.jpg,0,,tt0487271,de,Wo ist Fred?,"In order to catch a basketball from the favorite team of his girlfriend's spoiled son, Fred poses as a numb, wheelchair-bound fan. But when he catches the ball, he also catches the attention of young, attractive filmmaker Denise, who wants to feature an invalid fan in an image film for the team. Fred has to keep playing his role, while real invalid and really furious fan Ronny might call his bluff at any moment. Worse, still, love sets in...",4.871,https://image.tmdb.org/t/p/w500/9DkMHl3XHEYRBUXCOm3WVbmBn8G.jpg,,"Comedy, Romance",Senator Film,Germany,German,sports
592136,Kevin Hart: Irresponsible,6.758,126,Released,2019-04-02,0,60,/gbmfGSbQo4bWp6vF8f5cRtOE0mB.jpg,0,https://www.netflix.com/title/80174687,tt10009796,en,Kevin Hart: Irresponsible,"Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.",6.236,https://image.tmdb.org/t/p/w500/fpFsj2IQekSi9cjOlRyBiIoLBY4.jpg,,Comedy,HartBeat Productions,United States of America,English,stand-up comedy
53429,Pay Day,6.96,125,Released,1922-04-02,0,22,/tNt0SGvMjXG444lYnSP50tFh32v.jpg,0,,tt0013486,en,Pay Day,A bricklayer and his wife clash over his end-of-the-week partying.,7.381,https://image.tmdb.org/t/p/w500/v80aLZhte1YJeINfBfq0OCflNqD.jpg,Chaplin's finest 'Short',Comedy,Charles Chaplin Productions,United States of America,No Language,"saloon, sequel, black and white, bathtub, silent film, bricklayer, henpecked husband, foreman, elevator, drunkenness, brick"
339274,Tamasha,6.668,125,Released,2015-11-27,0,139,/1um3EJQlJoSiRI34MVIoG610OzR.jpg,0,,tt3148502,hi,तमाशा,"Ved and Tara meet accidentally meet in Corsica, France and decide to spend the next 7 days together with secretly revealing their true identity or without any promise to meet later, ever. Tara eventually falls in love with Ved and goes to find Ved after 4 years, and helps him to find his true story where he belongs.",7.286,https://image.tmdb.org/t/p/w500/9hjYvub3LekTTEs1KV0a9QF1NNC.jpg,Why Always The Same Story?,"Romance, Drama, Comedy","Window Seat Films, UTV Motion Pictures, Nadiadwala Grandson Entertainment",India,Hindi,"storytelling, nonlinear timeline"
44028,Suck,6.356,125,Released,2009-09-11,0,91,/pmkvTr5haxf77zzkMpHQJnzhQg2.jpg,0,http://www.suckthemovie.com/,tt1323605,en,Suck,"The film follows a petty rock band called the Winners, consisting of vocalist Joey Winner, bassist Jennifer, guitarist Tyler, drummer Sam, and French-Canadian roadie Hugo, along with their sleazy manager Jeff, as they tour across Canada and the USA after Jennifer is turned into a vampire by Queeny. Meanwhile, a vampire hunter who is afraid of the dark named Eddie Van Helsing quickly chases them down.",9.078,https://image.tmdb.org/t/p/w500/23cE4h55B8fgtt0XiQZZNWE3RfH.jpg,,"Comedy, Horror, Music","Capri Films, Capri Vision, Téléfilm Canada",Canada,English,"rock 'n' roll, vampire, duringcreditsstinger"
24328,Tokyo Mater,6.1,125,Released,2008-11-21,0,6,/kDDeq6jtOdwGAvASHx3uQwFJ6rB.jpg,0,https://www.pixar.com/cars-toons-1,tt1330219,en,Tokyo Mater,"A routine tow lands Mater in Tokyo, where he is challenged to a drift-style race against a nefarious gang leader and his posse of ninjas. With the help of his friend, 'Dragon' Lightning McQueen, and some special modifications, Mater attempts to drift to victory and become Tow-ke-O Mater, King of all Drifters.",8.385,https://image.tmdb.org/t/p/w500/sBFxPsjKNDZgnV1kcOzAXU205wa.jpg,,"Animation, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,"English, Spanish",short film
279144,"The Death of ""Superman Lives"": What Happened?",6.68,125,Released,2015-05-01,0,105,/4CKY4L2vcfx44qIM89DremAS1Jo.jpg,0,http://www.schneppzone.com/supermanlives/,tt2753778,en,"The Death of ""Superman Lives"": What Happened?","The Death of 'Superman Lives': What Happened? feature film documents the process of development of the ill fated ""Superman Lives"" movie, that was to be directed by Tim Burton and star Nicolas Cage as the man of steel himself, Superman. The project went through years of development before the plug was pulled, and this documentary interviews the major filmmakers: Kevin Smith, Tim Burton, Jon Peters, Dan Gilroy, Colleen Atwood, Lorenzo di Bonaventura and many many more.",6.95,https://image.tmdb.org/t/p/w500/oned45Htl78YYkf1ByyodDmLzZ0.jpg,,"Documentary, Action, Adventure, Drama",,United States of America,English,"interview, hollywood, filmmaking, super power, death, film history, hollywood, california"
550022,Mingle All the Way,7.0,125,Released,2018-12-01,0,90,/ziz3XX1pF2j3n31EnBSP2V2kYJc.jpg,0,http://www.hallmarkchannel.com/mingle-all-the-way,tt9033628,en,Mingle All the Way,"Molly is determined to prove to her family that her new networking app—designed to pair busy professionals together for upcoming events, without long-term romance—is a success. When Molly joins Mingle All the Way and is matched with Jeff, they are both horrified to realize they’ve already had not one, but two disastrous previous encounters.",6.905,https://image.tmdb.org/t/p/w500/kUSeiqBWSiOA1mYRVPlaJjJRp5t.jpg,,"Romance, Comedy, TV Movie","Hallmark Media, Two 4 The Money Media","Canada, United States of America",English,"friendship, holiday, business woman, christmas, dating app"
137968,Drift,5.774,125,Released,2013-05-02,0,113,/7YbgPC2uuWG7ATMTqTdFQ5QI9LX.jpg,11000000,,tt1714833,en,Drift,"In the 70s two brothers battle killer waves, conservative society and ruthless bikers to kick-start the modern surf industry.",12.02,https://image.tmdb.org/t/p/w500/wAQsxWn82CXsFxrItzzSfYJdSd3.jpg,Two Brothers. One Dream. No Rules.,Drama,World Wide Productions,Australia,English,"surfing, sports"
526224,Big Legend,6.3,125,Released,2018-07-01,0,89,/8pEFVCxvD33ew4wslgG2TmJLLFT.jpg,0,,tt6409762,en,Big Legend,An ex-soldier ventures into the Pacific Northwest to uncover the truth behind his fiance's disappearance.,7.086,https://image.tmdb.org/t/p/w500/9D4KB1x4r2D6expRfX5E3ExHKle.jpg,Monsters are real,"Horror, Action, Thriller","Papa Octopus Productions, Fresh Cats Productions",United States of America,English,"monster, fiancé, wilderness, bigfoot, disappearance, ex soldier, sasquatch"
8359,Kit Kittredge: An American Girl,6.4,125,Released,2008-07-02,17657973,101,/vstpnfQNVyilkmXjmCzfIVwGwjg.jpg,10000000,http://www.americangirl.com/movie/,tt0846308,en,Kit Kittredge: An American Girl,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",7.685,https://image.tmdb.org/t/p/w500/niHi0hJSryO5DpSVNCMASc3EELc.jpg,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.","Family, Comedy, Drama","American Girl Brands, New Line Cinema, Goldsmith-Thomas Productions, Red Om Films, HBO Films, Picturehouse, Front Street Films",United States of America,English,"cincinnati, woman director"
24363,House of D,6.26,125,Released,2005-04-29,389866,97,/98opTQ1UGgR1UVpOoLYVOh67JMK.jpg,6000000,http://www.houseofdthemovie.com/,tt0372334,en,House of D,"In the present, artist Tom Warshaw recalls his traumatic coming of age. As a 13-year-old growing up in New York City in 1973, Tom hangs out with Pappass, a mentally disabled man. With Tom's mother battling depression after the death of her husband, the young boy is left to his own devices. When Tom develops a crush on schoolmate Melissa, Pappass feels abandoned and begins behaving erratically.",10.19,https://image.tmdb.org/t/p/w500/oVBMJQKHVTbXM8vEph3RhS4mKgr.jpg,See the world a little differently.,"Comedy, Drama","Lions Gate Films, Bob Yari Productions, Jeff Skoll Productions, Southpaw Entertainment, Tribeca Productions",United States of America,"English, French","friendship, self-discovery"
36914,Like Father Like Son,5.728,125,Released,1987-10-02,34377585,96,/b9Soyrxwbp1Kn5RJgLl3XyrCmbl.jpg,0,,tt0093418,en,Like Father Like Son,"Dr. Jack Hammond has best chances to become medical superintendent in the clinic. So he's completely absorbed in his work and has no understanding for his teenage son Chris' problems with school. By accident one of them drinks a brain-exchanging serum, and it switches their identities. This leads of course to extraordinary complications in school and at work, but also to insight in the problems and feelings of each other.",11.763,https://image.tmdb.org/t/p/w500/68OY9pYmKc3F2G6yxaXhxhnnFcU.jpg,Chris and his dad have accidentally changed bodies - but no big deal. Chris gets the Jag and the Gold Card. Dad gets the fake ID and the bio final.,"Comedy, Fantasy","TriStar Pictures, Imagine Entertainment, Questar Entertainment",United States of America,English,"high school, role reversal, remake, doctor, high school friends, body-swap, child as an adult, adult as a child"
319067,Best of Enemies,7.147,125,Released,2015-07-31,0,87,/iaUoSsfOkzoaV8QBUlaDmW0PkBP.jpg,1000000,http://www.magpictures.com/bestofenemies/,tt3518012,en,Best of Enemies,"A documentary about the legendary series of nationally televised debates in 1968 between two great public intellectuals, the liberal Gore Vidal and the conservative William F. Buckley Jr.  Intended as commentary on the issues of their day, these vitriolic and explosive encounters came to define the modern era of public discourse in the media, marking the big bang moment of our contemporary media landscape when spectacle trumped content and argument replaced substance. Best of Enemies delves into the entangled biographies of these two great thinkers, and luxuriates in the language and the theater of their debates, begging the question, ""What has television done to the way we discuss politics in our democracy today?""",5.968,https://image.tmdb.org/t/p/w500/fZoEfqzhuGEikvnVLLn5aJPhrm3.jpg,Buckley vs. Vidal. 2 Men. 10 Debates. Television Would Never Be the Same.,"Documentary, History","Tremolo Productions, Media Ranch, Motto Pictures, Magnolia Pictures, Participant, ITVS, JustFilms / Ford Foundation",United States of America,English,"chicago, illinois, miami, florida, politics, intellectual, author, debate, archival footage, television network, 1960s"
11801,Angel,5.524,125,Released,2007-02-17,0,134,/iQDErfqkPq8RMvhMYqKSGCq5vTw.jpg,15000000,http://www.ifcfilms.com/films/angel,tt0783767,en,Angel,"Edwardian England. A precocious girl from a poor background with aspirations to being a novelist finds herself swept to fame and fortune when her tasteless romances hit the best seller lists. Her life changes in unexpected ways when she encounters an aristocratic brother and sister, both of whom have cultural ambitions, and both of whom fall in love with her.",7.978,https://image.tmdb.org/t/p/w500/tyL663WNFNq4BuKUeACWfP7zPnN.jpg,A dreary city tenement provides backdrop to this tale of exclusion and the magic it takes to become accepted,"Romance, Drama","Fidélité Productions, Poisson Rouge Pictures, SCOPE Invest, FOZ, Virtual Films",France,English,"infidelity, suicide, based on novel or book, england, alcohol, artist, love, eccentric, author, writer, illness, aristocrat, estate, edwardian"
1835,"Farewell, My Lovely",6.588,125,Released,1975-08-08,2000000,95,/r0EBtfYplRIagrYMfi0pni3xpzr.jpg,2500000,,tt0072973,en,"Farewell, My Lovely","Private eye Philip Marlowe is hired by ex-con Moose Malloy to find his girlfriend, a former lounge dancer. While also investigating the murder of a client and the theft of a jade necklace, Marlowe becomes entangled with seductress Helen Grayle and discovers a web of dark secrets that are better left hidden.",12.928,https://image.tmdb.org/t/p/w500/v2ft8ShGc9aguQVlMLX3ALLCoza.jpg,"""I need another drink... I need a lot of life insurance... I need a vacation.... and all I've got is a coat, a hat, and a gun!""","Crime, Mystery, Thriller","E.K., ITC Entertainment",United States of America,English,"suspicion of murder, los angeles, california"
80188,Boy Wonder,6.468,125,Released,2010-08-11,0,93,/zAGq8wnX53tflxiZD53lp9i2L2N.jpg,0,http://boywonderthemovie.com/,tt1456060,en,Boy Wonder,"A young Brooklyn boy witnesses the brutal murder of his mother and grows up obsessed with finding her killer. Thus begins his life as a quiet, straight-A student by day and a self-appointed hero at night. But what is a real hero? And who decides what is right or wrong? As the boundaries blur, Sean's dual life wears on his psyche and his two worlds careen dangerously close to colliding. Like a graphic novel you can't put down, Boy Wonder challenges morality, distorting perceptions of what is right and what is justified, as it races to its shocking conclusion.",6.758,https://image.tmdb.org/t/p/w500/kCbNgQDx4Y11N3M9b5aiEILbSZl.jpg,Beware the Hero,"Action, Crime, Drama, Thriller",Boy Wonder Films,United States of America,English,"prostitute, homicide, subway, detective, pimp, childhood trauma, steroids, vigilante, criminal, troubled teen, painted face, spouse abuse, boxing, father son relationship"
15875,Donovan's Reef,6.212,125,Released,1963-06-12,6600000,109,/tPssChaKUFIfE54jbWTGpDu4d4K.jpg,2686000,,tt0057007,en,Donovan's Reef,"After her great aunt's death, a high-society woman arrives on a Hawaiian island in search of the heir - the father she has never met.",10.773,https://image.tmdb.org/t/p/w500/xxZ6VUmnsxNiMa812IP3ohUf3BS.jpg,Gangway...For This Years BIG Adventure!,"Adventure, Comedy, Romance",Paramount,United States of America,"French, English, Italian","birthday, half-brother, priest, veteran, mission clinic, polynesia, bar brawl, christmas, piano, half sister, tiki culture"
22642,A Bucket of Blood,6.5,125,Released,1959-10-21,0,66,/eLN82uLULB8ui85774AHGtQcGSX.jpg,50000,,tt0052655,en,A Bucket of Blood,"Nerdy Walter Paisley, a maladroit busboy at a beatnik café who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla, by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process.",7.636,https://image.tmdb.org/t/p/w500/fUZqTNinLruI6ZE7GQprY8t0Uwg.jpg,Will YOU join his human museum?,"Comedy, Horror","American International Pictures, Alta Vista Productions",United States of America,English,"talent, artist, beatnik, sculpture, murder, proto-slasher"
378112,Salma's Big Wish,6.9,125,Released,2019-10-24,0,95,/zfWfKK9MX3EzFGbAQhmCrosHzvG.jpg,0,http://www.diademuertosthemovie.com/,tt4500214,es,Día de Muertos,"In the Mexican town of Santa Clara, Salma, a 16 year-old orphan who never got to meet her biological parents, has spent most of her life searching for clues of their identities and whereabouts, that is until she discovers a special book that is filled with stories of the town's past and the history of it's people.",14.478,https://image.tmdb.org/t/p/w500/k0RL7YjXyZpjdwR3VLacqsYE8JW.jpg,The origin of the legend,"Animation, Family, Fantasy","Symbosys Technologies, Metacube Technology & Entertainment",Mexico,Spanish,"mexico, looking for  birth parents, orphan, mexican, day of the dead"
557968,Revenger,5.348,125,Released,2018-12-06,0,102,/n5LJDsjlpbfnN9h2Qk7xtdX8xNi.jpg,0,,tt9426186,ko,리벤져,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",12.29,https://image.tmdb.org/t/p/w500/7zUTOTCi5PfvboAOYFgDf6vejmr.jpg,Everyone has a plan until they've been hit.,Action,"Green Fish Pictures, Little Big Pictures, Landmark Asia Holdings, Musa Productions",South Korea,"Indonesian, English, Korean","martial arts, ex-cop, remote island, island prison, revenge plot"
822010,Danny Boy,6.76,125,Released,2021-05-12,0,90,/jCyjcKXmlL1TJuHxaRfIFMTiyMo.jpg,0,https://www.bbc.co.uk/programmes/m000w21w,tt13475382,en,Danny Boy,"Soldier Brian Wood, is accused of war crimes in Iraq by the human rights lawyer Phil Shiner. The two men go head to head in a legal and moral conflict that takes us from the battlefield, at so-called Checkpoint Danny Boy, to the courtroom and one of Britain’s biggest ever public inquiries, the Al-Sweady Inquiry.",5.904,https://image.tmdb.org/t/p/w500/lc1EVTeZzI4hgQQOXpEDzS26BZY.jpg,,"Drama, War, TV Movie","Expectation TV, Red Dragon Productions",United Kingdom,English,"united kingdom, war crime"
29380,Easter Parade,6.9,125,Released,1948-07-08,0,103,/g2MffH3EQXvjSnFF8ol1VkuAKci.jpg,0,,tt0040308,en,Easter Parade,"On the day before Easter in 1911, Don Hewes is crushed when his dancing partner (and object of affection) Nadine Hale refuses to start a new contract with him. To prove Nadine's not important to him, Don acquires innocent new protege Hannah Brown, vowing to make her a star in time for next year's Easter parade.",13.175,https://image.tmdb.org/t/p/w500/aLgvafQvb6D6at4khC0b7kn0h8f.jpg,The Happiest Musical Ever Made is Irving Berlin's Easter Parade,"Romance, Music",Metro-Goldwyn-Mayer,United States of America,"English, French, Italian","show business, musical, man woman relationship, stage show, easter, song and dance, glamour, dance team, 1910s"
54433,Gamera: Guardian of the Universe,7.508,125,Released,1995-03-11,16000000,96,/cd3oGh0ZuaB794UIz9G4c79OEDY.jpg,4500000,,tt0113142,ja,ガメラ 大怪獣空中決戦,"A ship runs aground on a mysterious atoll leading to an investigation by insurance representative Kusanagi, who discovers an ancient bead that he gives to his daughter Asagi. Meanwhile, ornithologist Nagamine investigates reports of a new species of large bird named Gyaos. As the Gyaos begin to attack, an ancient guardian with a bond to Asagi emerges.",7.37,https://image.tmdb.org/t/p/w500/iZ8yFxavjqsZXfZhkfPqrc4NauY.jpg,A great duel of supersonic speed.,"Fantasy, Science Fiction, Horror","Nippon Television Network Corporation, Daiei Film, Hakuhodo",Japan,Japanese,"japan, monster, plutonium, giant monster, giant bird, tokyo, japan, kaiju, baseball stadium, gamera (giant turtle), tokyo tower, heisei, gyaos"
6609,Keoma,6.96,125,Released,1976-11-25,0,100,/cx7kTGcguQi9UHSYWKgWrIkI70d.jpg,0,,tt0074740,it,Keoma,"Half-breed Keoma returns to his border hometown after service in the Civil War and finds it under the control of Caldwell, an ex-Confederate raider, and his vicious gang of thugs. To make matters worse, Keoma's three half-brothers have joined forces with Caldwell, and make it painfully clear that his return is an unwelcome one. Determined to break Caldwell and his brothers' grip on the town, Keoma partners with his father's former ranch hand to exact violent revenge.",11.382,https://image.tmdb.org/t/p/w500/ilaq6KgSJ9shK3udKZmSTBqHNmd.jpg,Keoma means freedom,"Action, Western",Uranos Cinematografica,Italy,Italian,"civil war, pile of dead bodies, spaghetti western"
31160,Alma,6.952,125,Released,2009-06-24,0,6,/ssEwX9Aeg5I5kdDXuITlCOsxBSs.jpg,0,http://almashortfilm.com/,tt1490530,en,Alma,"Alma, a little girl, skips through the snow covered streets of a small town. Her attention is caught by a strange doll in an antique toy shop window. Fascinated, Alma decides to enter.",4.839,https://image.tmdb.org/t/p/w500/siKp0gEe3YzskocAeEpY94Xv0tP.jpg,,"Animation, Fantasy, Horror, Mystery",USER T38,"Spain, United States of America",No Language,"store window, shop, toy shop, child in peril, doll, toy store, short film"
46713,Hunt to Kill,5.588,125,Released,2010-10-11,0,98,/5SZVUjHTbX5VJGkwVrobWLxkk1U.jpg,2300000,,tt1563719,en,Hunt to Kill,"U.S. Border Patrol agent Jim Rhodes is a tough divorcée mourning the loss of his murdered partner while struggling to raise his rebellious daughter in the mountains of Montana. But when a crew of trigger-happy fugitives takes Rhodes and his daughter hostage, the rugged wilderness will explode in all-terrain vengeance. Is there any wounded animal more dangerous than a lawman left for dead?",8.63,https://image.tmdb.org/t/p/w500/7o8O0Cfi8S5XHZfwfSQ0c2mH0uM.jpg,Survival of the baddest,"Action, Adventure, Thriller","NGN Productions, Nasser Entertainment Group","Canada, United States of America",English,"daughter, hostage, fugitive"
63579,Project Nim,6.812,125,Released,2011-07-08,0,93,/jsKRghidoIF2uOFeGUGFSDuPIsQ.jpg,0,http://www.project-nim.com/,tt1814836,en,Project Nim,"From the team behind Man on Wire comes the story of Nim, the chimpanzee who in the 1970s became the focus of a landmark experiment which aimed to show that an ape could learn to communicate with language if raised and nurtured like a human child. Following Nim's extraordinary journey through human society, and the enduring impact he makes on the people he meets along the way, the film is an unflinching and unsentimental biography of an animal we tried to make human. What we learn about his true nature - and indeed our own - is comic, revealing and profoundly unsettling.",7.047,https://image.tmdb.org/t/p/w500/bKvxfhFK4hSgY19ObJ30bQYtyli.jpg,The world will be a different place once you've seen it through his eyes.,Documentary,"BBC Film, Red Box Films, Passion Pictures","United Kingdom, United States of America",English,"love of animals, wild animal, chimpanzee, linguistics"
17481,The Adventures of Sherlock Holmes,6.888,125,Released,1939-09-01,0,85,/qpNgzjflNBqzp4kc5QtYIBceWoB.jpg,0,,tt0031022,en,The Adventures of Sherlock Holmes,"Having once again avoided criminal conviction, Professor Moriarity develops a murderous plan to “finish off” his last major nemesis, Sherlock Holmes, by making him fail to prevent the perfect crime.  Does it involve a family curse, the crown jewels of England, or something else…",8.733,https://image.tmdb.org/t/p/w500/oNE3GyeA9ZUCzI9jYTgNy7vYTfO.jpg,The struggle of super-minds in the crime of the century!,"Crime, Mystery, Thriller",20th Century Fox,United States of America,"English, Italian","murder, black and white, head bashed in, jewel, tower of london, crown jewels, chinchilla foot, playing flute, club foot, sherlock holmes"
27983,"Yours, Mine and Ours",6.728,125,Released,1968-04-24,0,111,/wpx9COArAqZIbJ2XW1p8jfmRBrZ.jpg,0,,tt0063829,en,"Yours, Mine and Ours","When a widower with ten children marries a widow with eight, can the twenty of them ever come together as one big happy family?",17.096,https://image.tmdb.org/t/p/w500/sL6uuFSapJNAGYcA4SrUHO5X4gs.jpg,The Bride had 8 Boys and Girls. The Groom had 10 Boys and Girls. Their wedding night set new attendance records.,"Comedy, Family","Walden Productions, Desilu Productions",United States of America,English,"nurse, widow, parent, sibling"
878,The Punch Bowl,7.172,125,Released,1944-01-28,0,97,/kXbW6BKF2tL0aI7a9RsfJ5w4FhP.jpg,0,,tt0036818,de,Die Feuerzangenbowle,Die Feuerzangenbowle from Director Helmut Weiss is based on the novel by the same name from Heinrich Spoerl and Hans Reimann that has turned into a cult German film. The film tells the story of a writer Johannes Pfeiffer who goes undercover as a student in a high school after his friends told him that he missed out on a great life experience since he was home schooled.,6.159,https://image.tmdb.org/t/p/w500/yPklnEcziGaLCetKtLSwEJrecBe.jpg,,Comedy,"Deutsche Filmvertriebs GmbH, Terra-Filmkunst",Germany,German,"graduation, punch"
556501,Jungleland,6.704,125,Released,2020-11-06,0,90,/3r4WLvWPGgc2fbdmoSoJOsyzh9c.jpg,0,,tt8710596,en,Jungleland,"Stanley manages his boxer brother Lion but when a devastating loss in the ring leaves the pair in debt, an opportunity to recoup the cash leads to a series of misadventures that threaten to break the bond between them.",10.428,https://image.tmdb.org/t/p/w500/hJIqDuugvXGMFKL9YlBzrogE2gg.jpg,,Drama,"Romulus Entertainment, Scott Free Productions","United Kingdom, United States of America",English,boxer
114958,Storage 24,4.371,125,Released,2012-06-29,0,87,/9lOKi7XDeANXxPLm7uaikJKy7Wv.jpg,0,,tt1986953,en,Storage 24,"Something nasty is lurking inside a secure storage unit. When a group of people get trapped inside, they need to find a way to get out of a building that's designed to keep things in...",8.976,https://image.tmdb.org/t/p/w500/8o059PGrYLl28RM3TzHoY955SSH.jpg,Will their first contact be their last?,"Horror, Science Fiction","Medient Studios, Unstoppable Entertainment, Big Yellow Films",United Kingdom,English,"lockdown, toy dog, locked in, lost relationship, military airplane"
13994,Romance & Cigarettes,5.886,125,Released,2005-09-13,2945242,105,/4RbxxPAUushqUYNO8EW09GSluBt.jpg,0,,tt0368222,en,Romance & Cigarettes,"Ironworker Nick lives with his wife, Kitty, and three daughters. When he meets a significantly younger woman, Tula, he starts an affair with her, much to the chagrin of his wife, and his life is thrown into upheaval. Kitty kicks Nick out of the house, and he is forced to make some difficult decisions.",11.566,https://image.tmdb.org/t/p/w500/8jZvsvfMUzovQHu8foSIJ2OhVUf.jpg,,"Comedy, Music, Romance",United Artists,United States of America,English,"infidelity, new york city, lovers, working class"
